M,N,candidate_count,cutoff,factor_success,lll_runtime_seconds,lminus_success,model,omitted_layers,q,replicate,seed
8,55,0,1,False,0.0013584999833256006,False,B_exact_finite_discrete_gaussian,1,3,11,2026072312
8,55,0,1,False,0.001421875029336661,False,B_exact_finite_discrete_gaussian,1,3,12,2026072313
8,55,0,1,False,0.001449708011932671,False,B_exact_finite_discrete_gaussian,1,3,13,2026072314
8,55,0,1,False,0.001528583001345396,False,B_exact_finite_discrete_gaussian,1,3,14,2026072315
8,55,0,1,False,0.0015367500018328428,False,B_exact_finite_discrete_gaussian,1,3,15,2026072316
8,55,0,1,False,0.0016846659709699452,False,B_exact_finite_discrete_gaussian,1,3,16,2026072317
8,55,1,1,True,0.001577083021402359,True,B_exact_finite_discrete_gaussian,1,3,17,2026072318
8,55,0,1,False,0.0016170419985428452,False,B_exact_finite_discrete_gaussian,1,3,18,2026072319
8,55,1,1,True,0.0013098749914206564,True,B_exact_finite_discrete_gaussian,1,3,19,2026072320
8,55,0,1,False,0.0016167500289157033,False,B_exact_finite_discrete_gaussian,1,3,20,2026072321
8,55,0,1,False,0.0014869169681333005,False,B_exact_finite_discrete_gaussian,1,3,21,2026072322
8,55,0,1,False,0.0016642080154269934,False,B_exact_finite_discrete_gaussian,1,3,22,2026072323
8,55,0,1,False,0.0014469170127995312,False,B_exact_finite_discrete_gaussian,1,3,23,2026072324
8,55,0,1,False,0.0015639999764971435,False,B_exact_finite_discrete_gaussian,1,3,24,2026072325
8,55,0,1,False,0.001855375012382865,False,B_exact_finite_discrete_gaussian,1,3,25,2026072326
8,55,0,1,False,0.002001333050429821,False,B_exact_finite_discrete_gaussian,1,3,26,2026072327
8,55,0,1,False,0.0017099579563364387,False,B_exact_finite_discrete_gaussian,1,3,27,2026072328
8,55,0,1,False,0.0013629160239361227,False,B_exact_finite_discrete_gaussian,1,3,28,2026072329
8,55,0,1,False,0.0014574579545296729,False,B_exact_finite_discrete_gaussian,1,3,29,2026072330
8,55,0,1,False,0.0018994159763678908,False,B_exact_finite_discrete_gaussian,1,3,30,2026072331
